"State","District","Date","Year","Month","Avg_etlvl_at15cm","Agency_name"
"Andhra Pradesh","Prakasam","2022-08-01","2022","08","3.5697717664","NRSC VIC MODEL"
"Andhra Pradesh","Prakasam","2022-08-02","2022","08","3.3768077716","NRSC VIC MODEL"
"Andhra Pradesh","Prakasam","2022-08-03","2022","08","4.2950398738","NRSC VIC MODEL"
"Andhra Pradesh","Prakasam","2022-08-04","2022","08","3.3547228162","NRSC VIC MODEL"
"Andhra Pradesh","Prakasam","2022-08-05","2022","08","3.6806098193","NRSC VIC MODEL"
"Andhra Pradesh","Prakasam","2022-08-06","2022","08","3.766712956","NRSC VIC MODEL"
"Andhra Pradesh","Prakasam","2022-08-07","2022","08","3.7289327177","NRSC VIC MODEL"
"Andhra Pradesh","Prakasam","2022-08-08","2022","08","3.661241068","NRSC VIC MODEL"
"Andhra Pradesh","Prakasam","2022-08-09","2022","08","4.2410308595","NRSC VIC MODEL"
"Andhra Pradesh","Prakasam","2022-08-10","2022","08","3.9372695266","NRSC VIC MODEL"
"Andhra Pradesh","Prakasam","2022-08-11","2022","08","4.0925586047","NRSC VIC MODEL"
"Andhra Pradesh","Prakasam","2022-08-12","2022","08","3.9764124792","NRSC VIC MODEL"
"Andhra Pradesh","Prakasam","2022-08-13","2022","08","3.8093927355","NRSC VIC MODEL"
"Andhra Pradesh","Prakasam","2022-08-14","2022","08","2.5099674507","NRSC VIC MODEL"
"Andhra Pradesh","Prakasam","2022-08-15","2022","08","3.1749163368","NRSC VIC MODEL"
"Andhra Pradesh","Prakasam","2022-08-16","2022","08","3.4189441659","NRSC VIC MODEL"
"Andhra Pradesh","Prakasam","2022-08-17","2022","08","3.3726037952","NRSC VIC MODEL"
"Andhra Pradesh","Prakasam","2022-08-18","2022","08","2.9834710426","NRSC VIC MODEL"
"Andhra Pradesh","Prakasam","2022-08-19","2022","08","2.5692606068","NRSC VIC MODEL"
"Andhra Pradesh","Prakasam","2022-08-20","2022","08","2.7597168134","NRSC VIC MODEL"
"Andhra Pradesh","Prakasam","2022-08-21","2022","08","2.4985340131","NRSC VIC MODEL"
"Andhra Pradesh","Prakasam","2022-08-22","2022","08","3.4128034526","NRSC VIC MODEL"
"Andhra Pradesh","Prakasam","2022-08-24","2022","08","2.1074375884","NRSC VIC MODEL"
"Andhra Pradesh","Prakasam","2022-08-23","2022","08","2.6146552447","NRSC VIC MODEL"
"Andhra Pradesh","SPSR Nellore","2022-08-25","2022","08","2.671538754","NRSC VIC MODEL"
"Andhra Pradesh","SPSR Nellore","2022-08-26","2022","08","2.5142583017","NRSC VIC MODEL"
"Andhra Pradesh","SPSR Nellore","2022-08-27","2022","08","2.5979216783","NRSC VIC MODEL"
"Andhra Pradesh","SPSR Nellore","2022-08-28","2022","08","2.4990196839","NRSC VIC MODEL"
"Andhra Pradesh","SPSR Nellore","2022-08-29","2022","08","2.9175186257","NRSC VIC MODEL"
"Andhra Pradesh","SPSR Nellore","2022-08-30","2022","08","2.514257739","NRSC VIC MODEL"
"Andhra Pradesh","SPSR Nellore","2022-08-31","2022","08","2.0328920536","NRSC VIC MODEL"
"Andhra Pradesh","SPSR Nellore","2022-08-01","2022","08","3.5982179728","NRSC VIC MODEL"
"Andhra Pradesh","SPSR Nellore","2022-08-02","2022","08","3.7397246839","NRSC VIC MODEL"
"Andhra Pradesh","SPSR Nellore","2022-08-03","2022","08","3.0060016012","NRSC VIC MODEL"
"Andhra Pradesh","SPSR Nellore","2022-08-04","2022","08","3.3316074373","NRSC VIC MODEL"
"Andhra Pradesh","SPSR Nellore","2022-08-05","2022","08","3.6434366396","NRSC VIC MODEL"
"Andhra Pradesh","SPSR Nellore","2022-08-06","2022","08","3.4782196984","NRSC VIC MODEL"
"Andhra Pradesh","SPSR Nellore","2022-08-07","2022","08","4.1103337244","NRSC VIC MODEL"
"Andhra Pradesh","SPSR Nellore","2022-08-08","2022","08","4.0966780573","NRSC VIC MODEL"
"Andhra Pradesh","SPSR Nellore","2022-08-09","2022","08","3.9896374082","NRSC VIC MODEL"
"Andhra Pradesh","SPSR Nellore","2022-08-10","2022","08","3.9021780913","NRSC VIC MODEL"
"Andhra Pradesh","SPSR Nellore","2022-08-11","2022","08","4.023742685","NRSC VIC MODEL"
"Andhra Pradesh","SPSR Nellore","2022-08-12","2022","08","3.9656307876","NRSC VIC MODEL"
"Andhra Pradesh","SPSR Nellore","2022-08-13","2022","08","3.6943095977","NRSC VIC MODEL"
"Andhra Pradesh","SPSR Nellore","2022-08-14","2022","08","3.0661700181","NRSC VIC MODEL"
"Andhra Pradesh","SPSR Nellore","2022-08-15","2022","08","3.0107922517","NRSC VIC MODEL"
"Andhra Pradesh","SPSR Nellore","2022-08-16","2022","08","3.3173148414","NRSC VIC MODEL"
"Andhra Pradesh","SPSR Nellore","2022-08-17","2022","08","3.5916958364","NRSC VIC MODEL"
"Andhra Pradesh","SPSR Nellore","2022-08-18","2022","08","3.1551882853","NRSC VIC MODEL"
"Andhra Pradesh","SPSR Nellore","2022-08-19","2022","08","3.0297153299","NRSC VIC MODEL"
"Andhra Pradesh","SPSR Nellore","2022-08-20","2022","08","2.9249307068","NRSC VIC MODEL"
"Andhra Pradesh","SPSR Nellore","2022-08-21","2022","08","3.1893524991","NRSC VIC MODEL"
"Andhra Pradesh","SPSR Nellore","2022-08-22","2022","08","3.142676166","NRSC VIC MODEL"
"Andhra Pradesh","SPSR Nellore","2022-08-23","2022","08","2.6315998517","NRSC VIC MODEL"
"Andhra Pradesh","SPSR Nellore","2022-08-24","2022","08","2.8702012537","NRSC VIC MODEL"
"Andhra Pradesh","Srikakulam","2022-08-25","2022","08","3.3398847256","NRSC VIC MODEL"
"Andhra Pradesh","Srikakulam","2022-08-26","2022","08","2.9181015323","NRSC VIC MODEL"
"Andhra Pradesh","Srikakulam","2022-08-27","2022","08","3.237632069","NRSC VIC MODEL"
"Andhra Pradesh","Srikakulam","2022-08-28","2022","08","3.1510649904","NRSC VIC MODEL"
"Andhra Pradesh","Srikakulam","2022-08-29","2022","08","2.841809639","NRSC VIC MODEL"
"Andhra Pradesh","Srikakulam","2022-08-30","2022","08","2.9642388998","NRSC VIC MODEL"
"Andhra Pradesh","Srikakulam","2022-08-31","2022","08","2.7931086453","NRSC VIC MODEL"
"Andhra Pradesh","Srikakulam","2022-08-01","2022","08","2.7710943544","NRSC VIC MODEL"
"Andhra Pradesh","Srikakulam","2022-08-02","2022","08","2.687015166","NRSC VIC MODEL"
"Andhra Pradesh","Srikakulam","2022-08-03","2022","08","2.6404660622","NRSC VIC MODEL"
"Andhra Pradesh","Srikakulam","2022-08-04","2022","08","2.9250514324","NRSC VIC MODEL"
"Andhra Pradesh","Srikakulam","2022-08-05","2022","08","2.7259284788","NRSC VIC MODEL"
"Andhra Pradesh","Srikakulam","2022-08-06","2022","08","2.5904920442","NRSC VIC MODEL"
"Andhra Pradesh","Srikakulam","2022-08-07","2022","08","2.9455673056","NRSC VIC MODEL"
"Andhra Pradesh","Srikakulam","2022-08-08","2022","08","1.9343766911","NRSC VIC MODEL"
"Andhra Pradesh","Srikakulam","2022-08-09","2022","08","2.5909264562","NRSC VIC MODEL"
"Andhra Pradesh","Srikakulam","2022-08-10","2022","08","2.677391049","NRSC VIC MODEL"
"Andhra Pradesh","Srikakulam","2022-08-11","2022","08","2.6426907961","NRSC VIC MODEL"
"Andhra Pradesh","Srikakulam","2022-08-12","2022","08","2.5535991989","NRSC VIC MODEL"
"Andhra Pradesh","Srikakulam","2022-08-13","2022","08","2.014595725","NRSC VIC MODEL"
"Andhra Pradesh","Srikakulam","2022-08-14","2022","08","1.8853439202","NRSC VIC MODEL"
"Andhra Pradesh","Srikakulam","2022-08-15","2022","08","3.1574442089","NRSC VIC MODEL"
"Andhra Pradesh","Srikakulam","2022-08-16","2022","08","3.0683899908","NRSC VIC MODEL"
"Andhra Pradesh","Srikakulam","2022-08-17","2022","08","2.8860112132","NRSC VIC MODEL"
"Andhra Pradesh","Srikakulam","2022-08-18","2022","08","3.0578348477","NRSC VIC MODEL"
"Andhra Pradesh","Srikakulam","2022-08-19","2022","08","2.0694095079","NRSC VIC MODEL"
"Andhra Pradesh","Srikakulam","2022-08-20","2022","08","2.2221827186","NRSC VIC MODEL"
"Andhra Pradesh","Srikakulam","2022-08-21","2022","08","3.0892687739","NRSC VIC MODEL"
"Andhra Pradesh","Srikakulam","2022-08-22","2022","08","2.9046682078","NRSC VIC MODEL"
"Andhra Pradesh","Srikakulam","2022-08-23","2022","08","2.9788868283","NRSC VIC MODEL"
"Andhra Pradesh","Srikakulam","2022-08-24","2022","08","2.9592707524","NRSC VIC MODEL"
"Andhra Pradesh","Visakhapatanam","2022-08-25","2022","08","5.7617809604","NRSC VIC MODEL"
"Andhra Pradesh","Visakhapatanam","2022-08-26","2022","08","4.7220204327","NRSC VIC MODEL"
"Andhra Pradesh","Visakhapatanam","2022-08-27","2022","08","3.8433573531","NRSC VIC MODEL"
"Andhra Pradesh","Visakhapatanam","2022-08-28","2022","08","4.3083111629","NRSC VIC MODEL"
"Andhra Pradesh","Visakhapatanam","2022-08-29","2022","08","3.759943813","NRSC VIC MODEL"
"Andhra Pradesh","Visakhapatanam","2022-08-30","2022","08","4.0194028053","NRSC VIC MODEL"
"Andhra Pradesh","Visakhapatanam","2022-08-31","2022","08","3.8664450113","NRSC VIC MODEL"
"Andhra Pradesh","Visakhapatanam","2022-08-01","2022","08","4.1656057387","NRSC VIC MODEL"
"Andhra Pradesh","Visakhapatanam","2022-08-02","2022","08","4.7905834656","NRSC VIC MODEL"
"Andhra Pradesh","Visakhapatanam","2022-08-03","2022","08","4.3856653103","NRSC VIC MODEL"
"Andhra Pradesh","Visakhapatanam","2022-08-04","2022","08","3.5404276767","NRSC VIC MODEL"
"Andhra Pradesh","Visakhapatanam","2022-08-05","2022","08","3.5782547168","NRSC VIC MODEL"
"Andhra Pradesh","Visakhapatanam","2022-08-06","2022","08","3.535301297","NRSC VIC MODEL"
"Andhra Pradesh","Visakhapatanam","2022-08-07","2022","08","4.0475170864","NRSC VIC MODEL"
"Andhra Pradesh","Visakhapatanam","2022-08-08","2022","08","2.6378741743","NRSC VIC MODEL"
"Andhra Pradesh","Visakhapatanam","2022-08-09","2022","08","3.4985932106","NRSC VIC MODEL"
"Andhra Pradesh","Visakhapatanam","2022-08-10","2022","08","3.7428667794","NRSC VIC MODEL"
"Andhra Pradesh","Visakhapatanam","2022-08-11","2022","08","3.9538328573","NRSC VIC MODEL"
"Andhra Pradesh","Visakhapatanam","2022-08-12","2022","08","3.7731554383","NRSC VIC MODEL"
"Andhra Pradesh","Visakhapatanam","2022-08-13","2022","08","2.8222252589","NRSC VIC MODEL"
"Andhra Pradesh","Visakhapatanam","2022-08-14","2022","08","2.0612276005","NRSC VIC MODEL"
"Andhra Pradesh","Visakhapatanam","2022-08-15","2022","08","4.1162609934","NRSC VIC MODEL"
"Andhra Pradesh","Visakhapatanam","2022-08-16","2022","08","3.9951027693","NRSC VIC MODEL"
"Andhra Pradesh","Visakhapatanam","2022-08-17","2022","08","3.7443835036","NRSC VIC MODEL"
"Andhra Pradesh","Visakhapatanam","2022-08-18","2022","08","3.559591069","NRSC VIC MODEL"
"Andhra Pradesh","Visakhapatanam","2022-08-19","2022","08","2.8686649798","NRSC VIC MODEL"
"Andhra Pradesh","Visakhapatanam","2022-08-20","2022","08","3.0379026802","NRSC VIC MODEL"
"Andhra Pradesh","Visakhapatanam","2022-08-21","2022","08","3.1897987204","NRSC VIC MODEL"
"Andhra Pradesh","Visakhapatanam","2022-08-22","2022","08","3.6281740641","NRSC VIC MODEL"
"Andhra Pradesh","Visakhapatanam","2022-08-23","2022","08","4.1118443727","NRSC VIC MODEL"
"Andhra Pradesh","Visakhapatanam","2022-08-24","2022","08","2.7761262818","NRSC VIC MODEL"
"Andhra Pradesh","Vizianagaram","2022-08-25","2022","08","5.3798074922","NRSC VIC MODEL"
"Andhra Pradesh","Vizianagaram","2022-08-26","2022","08","4.5727301054","NRSC VIC MODEL"
"Andhra Pradesh","Vizianagaram","2022-08-27","2022","08","5.0711185705","NRSC VIC MODEL"
"Andhra Pradesh","Vizianagaram","2022-08-28","2022","08","4.8101992871","NRSC VIC MODEL"
"Andhra Pradesh","Vizianagaram","2022-08-29","2022","08","4.214381588","NRSC VIC MODEL"
"Andhra Pradesh","Vizianagaram","2022-08-30","2022","08","4.4125501835","NRSC VIC MODEL"
"Andhra Pradesh","Vizianagaram","2022-08-31","2022","08","4.3178291294","NRSC VIC MODEL"
"Andhra Pradesh","Vizianagaram","2022-08-01","2022","08","4.3391775506","NRSC VIC MODEL"
"Andhra Pradesh","Vizianagaram","2022-08-02","2022","08","4.5971627792","NRSC VIC MODEL"
"Andhra Pradesh","Vizianagaram","2022-08-03","2022","08","4.1617470572","NRSC VIC MODEL"
"Andhra Pradesh","Vizianagaram","2022-08-04","2022","08","4.3100345289","NRSC VIC MODEL"
"Andhra Pradesh","Vizianagaram","2022-08-05","2022","08","4.148709183","NRSC VIC MODEL"
"Andhra Pradesh","Vizianagaram","2022-08-06","2022","08","3.9013514664","NRSC VIC MODEL"
"Andhra Pradesh","Vizianagaram","2022-08-07","2022","08","4.2987174254","NRSC VIC MODEL"
"Andhra Pradesh","Vizianagaram","2022-08-08","2022","08","2.8044326766","NRSC VIC MODEL"
"Andhra Pradesh","Vizianagaram","2022-08-09","2022","08","3.4408511891","NRSC VIC MODEL"
"Andhra Pradesh","Vizianagaram","2022-08-10","2022","08","3.9867474094","NRSC VIC MODEL"
"Andhra Pradesh","Vizianagaram","2022-08-11","2022","08","4.2436675089","NRSC VIC MODEL"
"Andhra Pradesh","Vizianagaram","2022-08-12","2022","08","4.056203823","NRSC VIC MODEL"
"Andhra Pradesh","Vizianagaram","2022-08-13","2022","08","3.0956144379","NRSC VIC MODEL"
"Andhra Pradesh","Vizianagaram","2022-08-14","2022","08","2.4236899257","NRSC VIC MODEL"
"Andhra Pradesh","Vizianagaram","2022-08-15","2022","08","4.6783073539","NRSC VIC MODEL"
"Andhra Pradesh","Vizianagaram","2022-08-16","2022","08","4.4386890787","NRSC VIC MODEL"
"Andhra Pradesh","Vizianagaram","2022-08-17","2022","08","4.4604317639","NRSC VIC MODEL"
"Andhra Pradesh","Vizianagaram","2022-08-18","2022","08","4.335893426","NRSC VIC MODEL"
"Andhra Pradesh","Vizianagaram","2022-08-19","2022","08","3.1835231262","NRSC VIC MODEL"
"Andhra Pradesh","Vizianagaram","2022-08-20","2022","08","3.2912671331","NRSC VIC MODEL"
"Andhra Pradesh","Vizianagaram","2022-08-21","2022","08","4.1798936582","NRSC VIC MODEL"
"Andhra Pradesh","Vizianagaram","2022-08-22","2022","08","4.5741126829","NRSC VIC MODEL"
"Andhra Pradesh","Vizianagaram","2022-08-23","2022","08","4.4289157625","NRSC VIC MODEL"
"Andhra Pradesh","Vizianagaram","2022-08-24","2022","08","3.9493165713","NRSC VIC MODEL"
"Andhra Pradesh","West Godavari","2022-08-25","2022","08","4.3098685785","NRSC VIC MODEL"
"Andhra Pradesh","West Godavari","2022-08-26","2022","08","4.3329657111","NRSC VIC MODEL"
"Andhra Pradesh","West Godavari","2022-08-27","2022","08","4.147103107","NRSC VIC MODEL"
"Andhra Pradesh","West Godavari","2022-08-28","2022","08","3.8045061153","NRSC VIC MODEL"
"Andhra Pradesh","West Godavari","2022-08-29","2022","08","3.7684015931","NRSC VIC MODEL"
"Andhra Pradesh","West Godavari","2022-08-30","2022","08","4.2009732048","NRSC VIC MODEL"
"Andhra Pradesh","West Godavari","2022-08-31","2022","08","3.7111576976","NRSC VIC MODEL"
"Andhra Pradesh","West Godavari","2022-08-01","2022","08","4.4836725058","NRSC VIC MODEL"
"Andhra Pradesh","West Godavari","2022-08-02","2022","08","5.013494651","NRSC VIC MODEL"
"Andhra Pradesh","West Godavari","2022-08-03","2022","08","5.0077067226","NRSC VIC MODEL"
"Andhra Pradesh","West Godavari","2022-08-04","2022","08","4.5362035735","NRSC VIC MODEL"
"Andhra Pradesh","West Godavari","2022-08-05","2022","08","3.9616173948","NRSC VIC MODEL"
"Andhra Pradesh","West Godavari","2022-08-06","2022","08","4.4313671948","NRSC VIC MODEL"
"Andhra Pradesh","West Godavari","2022-08-07","2022","08","4.3917731375","NRSC VIC MODEL"
"Andhra Pradesh","West Godavari","2022-08-08","2022","08","4.5321788107","NRSC VIC MODEL"
"Andhra Pradesh","West Godavari","2022-08-09","2022","08","3.7534174508","NRSC VIC MODEL"
"Andhra Pradesh","West Godavari","2022-08-10","2022","08","4.6448776933","NRSC VIC MODEL"
"Andhra Pradesh","West Godavari","2022-08-11","2022","08","4.490159316","NRSC VIC MODEL"
"Andhra Pradesh","West Godavari","2022-08-12","2022","08","4.2780387092","NRSC VIC MODEL"
"Andhra Pradesh","West Godavari","2022-08-13","2022","08","4.1698740001","NRSC VIC MODEL"
"Andhra Pradesh","West Godavari","2022-08-14","2022","08","2.5665338162","NRSC VIC MODEL"
"Andhra Pradesh","West Godavari","2022-08-15","2022","08","4.4019002263","NRSC VIC MODEL"
"Andhra Pradesh","West Godavari","2022-08-16","2022","08","4.6483290637","NRSC VIC MODEL"
"Andhra Pradesh","West Godavari","2022-08-17","2022","08","4.8818839177","NRSC VIC MODEL"
"Andhra Pradesh","West Godavari","2022-08-18","2022","08","4.7184104555","NRSC VIC MODEL"
"Andhra Pradesh","West Godavari","2022-08-19","2022","08","3.6230074822","NRSC VIC MODEL"
"Andhra Pradesh","West Godavari","2022-08-20","2022","08","4.896961811","NRSC VIC MODEL"
"Andhra Pradesh","West Godavari","2022-08-21","2022","08","4.6383747466","NRSC VIC MODEL"
"Andhra Pradesh","West Godavari","2022-08-22","2022","08","4.3944124929","NRSC VIC MODEL"
"Andhra Pradesh","West Godavari","2022-08-24","2022","08","2.8934619786","NRSC VIC MODEL"
"Andhra Pradesh","West Godavari","2022-08-23","2022","08","4.4010656881","NRSC VIC MODEL"
"Andhra Pradesh","Y.S.R.","2022-08-25","2022","08","3.1116413953","NRSC VIC MODEL"
"Andhra Pradesh","Y.S.R.","2022-08-26","2022","08","3.2841472814","NRSC VIC MODEL"
"Andhra Pradesh","Y.S.R.","2022-08-27","2022","08","3.7219046221","NRSC VIC MODEL"
"Andhra Pradesh","Y.S.R.","2022-08-28","2022","08","3.2793770083","NRSC VIC MODEL"
"Andhra Pradesh","Y.S.R.","2022-08-29","2022","08","3.7529312349","NRSC VIC MODEL"
"Andhra Pradesh","Y.S.R.","2022-08-30","2022","08","3.1173052461","NRSC VIC MODEL"
"Andhra Pradesh","Y.S.R.","2022-08-31","2022","08","2.8060648157","NRSC VIC MODEL"
"Andhra Pradesh","Y.S.R.","2022-08-01","2022","08","3.9460167269","NRSC VIC MODEL"
"Andhra Pradesh","Y.S.R.","2022-08-02","2022","08","4.7405308996","NRSC VIC MODEL"
"Andhra Pradesh","Y.S.R.","2022-08-03","2022","08","3.9999417991","NRSC VIC MODEL"
"Andhra Pradesh","Y.S.R.","2022-08-04","2022","08","3.8918387438","NRSC VIC MODEL"
"Andhra Pradesh","Y.S.R.","2022-08-05","2022","08","4.0152263646","NRSC VIC MODEL"
"Andhra Pradesh","Y.S.R.","2022-08-06","2022","08","3.3733996838","NRSC VIC MODEL"
"Andhra Pradesh","Y.S.R.","2022-08-07","2022","08","4.4678932032","NRSC VIC MODEL"
"Andhra Pradesh","Y.S.R.","2022-08-08","2022","08","4.1123548359","NRSC VIC MODEL"
"Andhra Pradesh","Y.S.R.","2022-08-09","2022","08","4.1002848675","NRSC VIC MODEL"
"Andhra Pradesh","Y.S.R.","2022-08-10","2022","08","3.8485129938","NRSC VIC MODEL"
"Andhra Pradesh","Y.S.R.","2022-08-11","2022","08","3.8170993338","NRSC VIC MODEL"
"Andhra Pradesh","Y.S.R.","2022-08-12","2022","08","3.7246758404","NRSC VIC MODEL"
"Andhra Pradesh","Y.S.R.","2022-08-13","2022","08","3.4924392789","NRSC VIC MODEL"
"Andhra Pradesh","Y.S.R.","2022-08-14","2022","08","2.8989612795","NRSC VIC MODEL"
"Andhra Pradesh","Y.S.R.","2022-08-15","2022","08","2.784452008","NRSC VIC MODEL"
"Andhra Pradesh","Y.S.R.","2022-08-16","2022","08","3.361079934","NRSC VIC MODEL"
"Andhra Pradesh","Y.S.R.","2022-08-17","2022","08","3.1144295878","NRSC VIC MODEL"
"Andhra Pradesh","Y.S.R.","2022-08-18","2022","08","2.9087204444","NRSC VIC MODEL"
"Andhra Pradesh","Y.S.R.","2022-08-19","2022","08","2.5551500136","NRSC VIC MODEL"
"Andhra Pradesh","Y.S.R.","2022-08-20","2022","08","2.7309304442","NRSC VIC MODEL"
"Andhra Pradesh","Y.S.R.","2022-08-21","2022","08","2.4804883335","NRSC VIC MODEL"
"Andhra Pradesh","Y.S.R.","2022-08-22","2022","08","3.8882153103","NRSC VIC MODEL"
"Andhra Pradesh","Y.S.R.","2022-08-24","2022","08","2.3342610618","NRSC VIC MODEL"
"Andhra Pradesh","Y.S.R.","2022-08-23","2022","08","2.381323224","NRSC VIC MODEL"
"Arunachal Pradesh","Anjaw","2022-08-25","2022","08","0.6286304104","NRSC VIC MODEL"
"Arunachal Pradesh","Anjaw","2022-08-26","2022","08","0.6380561748","NRSC VIC MODEL"
"Arunachal Pradesh","Anjaw","2022-08-27","2022","08","0.8234221278","NRSC VIC MODEL"
"Arunachal Pradesh","Anjaw","2022-08-28","2022","08","0.7602109006","NRSC VIC MODEL"
"Arunachal Pradesh","Anjaw","2022-08-29","2022","08","1.1129865656","NRSC VIC MODEL"
"Arunachal Pradesh","Anjaw","2022-08-30","2022","08","0.7426447467","NRSC VIC MODEL"
"Arunachal Pradesh","Anjaw","2022-08-31","2022","08","0.7129201227","NRSC VIC MODEL"
"Arunachal Pradesh","Anjaw","2022-08-01","2022","08","1.0892454776","NRSC VIC MODEL"
"Arunachal Pradesh","Anjaw","2022-08-02","2022","08","1.2190830037","NRSC VIC MODEL"
"Arunachal Pradesh","Anjaw","2022-08-03","2022","08","1.0796249633","NRSC VIC MODEL"
"Arunachal Pradesh","Anjaw","2022-08-04","2022","08","1.3856965053","NRSC VIC MODEL"
"Arunachal Pradesh","Anjaw","2022-08-05","2022","08","0.7697250446","NRSC VIC MODEL"
"Arunachal Pradesh","Anjaw","2022-08-06","2022","08","0.7686641816","NRSC VIC MODEL"
"Arunachal Pradesh","Anjaw","2022-08-07","2022","08","1.0534548309","NRSC VIC MODEL"
"Arunachal Pradesh","Anjaw","2022-08-08","2022","08","1.6165788874","NRSC VIC MODEL"
"Arunachal Pradesh","Anjaw","2022-08-09","2022","08","1.2161101844","NRSC VIC MODEL"
"Arunachal Pradesh","Anjaw","2022-08-10","2022","08","0.916364983","NRSC VIC MODEL"
"Arunachal Pradesh","Anjaw","2022-08-11","2022","08","1.336293325","NRSC VIC MODEL"
"Arunachal Pradesh","Anjaw","2022-08-12","2022","08","1.0846169631","NRSC VIC MODEL"
"Arunachal Pradesh","Anjaw","2022-08-13","2022","08","0.7711577971","NRSC VIC MODEL"
"Arunachal Pradesh","Anjaw","2022-08-14","2022","08","1.4558493006","NRSC VIC MODEL"
"Arunachal Pradesh","Anjaw","2022-08-15","2022","08","0.9199194826","NRSC VIC MODEL"
"Arunachal Pradesh","Anjaw","2022-08-16","2022","08","1.1366491382","NRSC VIC MODEL"
"Arunachal Pradesh","Anjaw","2022-08-17","2022","08","1.0220175582","NRSC VIC MODEL"
"Arunachal Pradesh","Anjaw","2022-08-18","2022","08","0.9009623971","NRSC VIC MODEL"
"Arunachal Pradesh","Anjaw","2022-08-19","2022","08","1.0352960297","NRSC VIC MODEL"
